StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,1_B1,1_P1,1_S2,2_B1,2_P1,2_S2,3_B1,3_P1,3_S2,4_B1,4_P1,4_S2,5_B1,5_P1,5_S2,6_B1,6_P1,6_S2,7_B1,7_P1,7_S2,8_B1,8_P1,8_S2,9_B1,9_P1,9_S2,10_B1,10_P1,10_S2,11_B1,11_P1,11_S2,12_B1,12_P1,12_S2,13_B1,13_P1,13_S2,14_B1,14_P1,14_S2,15_B1,15_P1,15_S2,16_B1,16_P1,16_S2,17_B1,17_P1,17_S2,18_B1,18_P1,18_S2,19_B1,19_P1,19_S2,20_B1,20_P1,20_S2,check_77,lotr_1,lotr_2,lotr_3,lotr_4,lotr_5,lotr_6,lotr_7,lotr_8,lotr_9,lotr_10,age,gender,marital
2021-12-14T12:45:21Z,2021-12-14T12:50:55Z,IP Address,100,334,TRUE,2021-12-14T12:50:56Z,R_2zGwAVWgqUL7Sk5,anonymous,EN,I consent to participate in this study.,15,10,30,20,15,30,7,7,20,10,10,15,5,5,7,10,5,5,10,10,40,30,20,20,2,20,80,5,2,2,35,40,65,5,5,8,10,5,20,50,50,40,40,60,40,5,2,1,40,55,65,50,40,30,5,10,5,55,55,40,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,31,Man,Other
2021-12-14T12:42:05Z,2021-12-14T12:50:55Z,IP Address,100,530,TRUE,2021-12-14T12:50:56Z,R_2VO6vgK0H42MriQ,anonymous,EN,I consent to participate in this study.,20,15,25,60,40,25,25,10,10,15,10,10,22,15,5,20,20,20,30,30,30,40,3,3,15,20,65,50,60,15,40,100,100,25,50,25,50,95,95,15,10,3,12,50,50,1,1,1,75,100,100,25,75,70,12,30,15,50,70,60,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,51,Woman,Married
2021-12-14T12:42:08Z,2021-12-14T12:51:15Z,IP Address,100,547,TRUE,2021-12-14T12:51:16Z,R_2WIOnktldGlSZUf,anonymous,EN,I consent to participate in this study.,3,3,55,88,89,75,60,35,30,25,30,45,55,45,65,12,10,20,65,60,50,60,40,35,20,15,60,45,35,2,65,100,88,35,55,8,25,35,65,3,5,2,43,55,25,5,3,2,45,70,80,20,26,15,3,5,3,5,10,18,77,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Neutral,36,Man,Married
2021-12-14T12:44:48Z,2021-12-14T12:51:28Z,IP Address,100,399,TRUE,2021-12-14T12:51:28Z,R_12Qo1p42BUdVL1e,anonymous,EN,I consent to participate in this study.,10,15,76,90,90,41,60,60,50,30,30,18,40,40,17,10,10,26,20,20,40,50,50,45,15,15,65,5,5,3,60,5,5,10,10,11,35,65,65,1,1,1,25,1,1,5,5,1,50,50,61,20,1,1,15,1,1,50,50,23,77,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,44,Man,Divorced
2021-12-14T12:43:39Z,2021-12-14T12:51:36Z,IP Address,100,476,TRUE,2021-12-14T12:51:36Z,R_shEd9OGpXj5RwCR,anonymous,EN,I consent to participate in this study.,5,5,50,80,90,60,30,30,31,10,15,20,5,10,20,5,2,10,35,35,40,40,1,1,5,5,65,10,5,2,60,100,100,40,20,5,25,5,5,15,10,1,25,20,20,2,1,1,50,100,100,25,5,5,10,0,0,30,35,25,77,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,38,Woman,Married
2021-12-14T12:38:08Z,2021-12-14T12:51:36Z,IP Address,100,808,TRUE,2021-12-14T12:51:37Z,R_eRsPbf5OWhFHh6x,anonymous,EN,I consent to participate in this study.,1,1,25,55,45,30,15,15,20,15,15,15,15,15,10,5,1,1,75,100,100,0,0,0,15,15,45,15,100,100,25,0,0,10,25,25,50,100,100,1,0,0,25,45,45,1,1,1,25,0,0,25,50,50,1,0,5,35,55,55,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,39,Man,Never married
2021-12-14T12:46:40Z,2021-12-14T12:51:46Z,IP Address,100,306,TRUE,2021-12-14T12:51:47Z,R_25vk03IJodhLD0i,anonymous,EN,I consent to participate in this study.,18,20,50,50,75,50,30,40,35,30,40,20,7,12,15,8,6,12,5,10,45,50,1,35,4,8,50,12,5,4,12,5,65,1,1,5,30,40,55,1,2,2,10,4,8,1,1,1,45,40,70,2,1,5,5,3,4,4,5,20,77,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,25,Man,Never married
2021-12-14T12:39:02Z,2021-12-14T12:52:31Z,IP Address,100,808,TRUE,2021-12-14T12:52:31Z,R_O8A3FVgIuL8H3Yl,anonymous,EN,I consent to participate in this study.,10,10,50,50,50,50,10,10,31,10,10,18,20,20,17,1,1,10,25,25,40,50,50,45,25,25,65,25,25,3,65,25,50,10,10,10,20,0,50,5,0,0,50,60,50,10,0,0,50,25,25,50,50,16,5,0,0,50,80,33,77,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,46,Man,Never married
2021-12-14T12:44:56Z,2021-12-14T12:52:48Z,IP Address,100,472,TRUE,2021-12-14T12:52:48Z,R_2yfG98shCkKuFC8,anonymous,EN,I consent to participate in this study.,20,75,75,25,25,35,45,45,40,65,65,20,15,10,15,65,100,100,33,25,35,51,65,65,5,5,30,40,35,5,25,5,25,5,2,2,15,3,12,30,100,100,20,5,5,2,1,1,45,15,20,5,2,2,8,4,3,3,2,10,77,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,28,Man,Never married
2021-12-14T12:47:44Z,2021-12-14T12:53:42Z,IP Address,100,357,TRUE,2021-12-14T12:53:42Z,R_1E0VS8jrDbLfdrW,anonymous,EN,I consent to participate in this study.,72,55,55,59,22,29,28,12,15,20,25,15,55,25,15,29,11,14,55,55,45,40,0,0,18,10,25,22,25,5,47,100,100,15,25,15,22,88,85,1,2,2,47,44,25,1,5,8,29,100,100,70,55,22,1,5,10,35,80,75,77,Neutral,Strongly agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,36,Man,Married
2021-12-14T12:36:52Z,2021-12-14T12:55:15Z,IP Address,100,1103,TRUE,2021-12-14T12:55:15Z,R_2a9O2ehBpS3HVmv,anonymous,EN,I consent to participate in this study.,10,5,50,30,30,41,10,10,31,30,30,18,5,5,17,5,5,26,25,20,30,39,39,45,60,60,65,15,15,3,70,100,100,3,3,11,25,25,50,15,15,3,80,80,22,1,1,1,50,50,61,20,2,2,5,1,1,20,20,23,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,31,Woman,Never married
2021-12-14T12:49:15Z,2021-12-14T12:58:32Z,IP Address,100,557,TRUE,2021-12-14T12:58:33Z,R_2dAeXJiy9ohajkI,anonymous,EN,I consent to participate in this study.,3,3,76,65,50,40,30,30,31,32,10,10,19,12,14,20,15,20,42,40,40,57,0,0,22,26,60,25,20,5,56,100,100,23,18,15,58,75,75,16,100,100,68,100,100,5,5,3,37,100,100,35,100,100,21,95,95,38,0,15,77,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,50,Man,Divorced
2021-12-14T12:49:20Z,2021-12-14T12:58:37Z,IP Address,100,556,TRUE,2021-12-14T12:58:37Z,R_24C1MrDR5lxEwfk,anonymous,EN,I consent to participate in this study.,55,30,40,55,55,50,35,30,30,68,68,20,25,10,10,50,50,40,65,50,45,55,35,25,35,35,50,50,50,4,65,100,100,10,5,5,40,100,100,2,1,1,20,25,25,2,1,1,41,60,70,48,20,11,30,1,1,65,45,15,77,Neutral,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Neutral,Strongly agree,Somewhat agree,Neutral,33,Man,Married
2021-12-14T12:52:16Z,2021-12-14T13:00:08Z,IP Address,100,472,TRUE,2021-12-14T13:00:08Z,R_73wa1oRQMmwxkRj,anonymous,EN,I consent to participate in this study.,50,75,76,50,50,41,50,50,31,15,10,12,15,15,17,2,2,26,10,10,40,40,40,45,25,30,65,10,10,3,75,100,100,5,5,11,50,85,85,5,5,3,25,25,22,3,3,1,20,20,20,20,5,5,5,0,0,15,15,23,77,Somewhat agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,27,Woman,Never married
2021-12-14T12:52:47Z,2021-12-14T13:00:13Z,IP Address,100,445,TRUE,2021-12-14T13:00:13Z,R_1dhuEl2fl416C2k,anonymous,EN,I consent to participate in this study.,40,40,58,30,30,36,5,5,18,50,30,24,20,20,18,30,30,28,10,10,25,70,60,53,20,20,43,10,10,7,25,60,70,10,10,10,70,100,100,5,60,32,40,70,60,10,10,5,40,60,60,30,100,100,10,100,100,25,60,60,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,28,Man,Never married
2021-12-14T12:50:50Z,2021-12-14T13:00:19Z,IP Address,100,569,TRUE,2021-12-14T13:00:20Z,R_1QLWOYm1vMHOeYf,anonymous,EN,I consent to participate in this study.,45,20,30,90,85,5,3,5,10,25,10,5,5,5,8,20,10,10,5,5,10,30,0,0,3,1,10,5,5,2,30,100,100,15,20,10,30,60,60,10,15,5,35,80,80,5,5,1,50,100,100,35,100,100,10,100,100,60,80,70,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,29,Man,Married
2021-12-14T12:50:14Z,2021-12-14T13:02:21Z,IP Address,100,727,TRUE,2021-12-14T13:02:21Z,R_WAJvfBZnyyfLkkh,anonymous,EN,I consent to participate in this study.,35,2,20,50,50,50,24,2,2,40,10,10,25,5,5,10,1,2,30,5,5,51,10,10,20,1,10,12,2,1,58,85,85,10,15,15,55,65,58,33,33,10,62,65,50,1,1,1,55,100,100,18,45,45,50,60,60,25,10,50,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,52,Woman,Married
2021-12-14T12:47:37Z,2021-12-14T13:03:16Z,IP Address,100,939,TRUE,2021-12-14T13:03:17Z,R_1QixyN350GWPm6z,anonymous,EN,I consent to participate in this study.,10,2,50,55,50,41,10,5,15,40,35,15,30,30,15,2,1,10,35,30,30,20,1,10,45,40,55,30,20,3,50,70,80,1,1,5,30,50,55,1,1,1,40,50,35,1,1,1,50,70,60,40,60,30,1,1,4,50,60,40,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,28,Man,Never married
2021-12-14T13:00:01Z,2021-12-14T13:04:50Z,IP Address,100,289,TRUE,2021-12-14T13:04:51Z,R_3nPdKJiqjiSyNzo,anonymous,EN,I consent to participate in this study.,20,15,20,55,65,50,15,15,20,30,30,20,40,35,20,20,20,20,25,25,35,50,50,50,5,5,10,30,25,5,32,28,50,10,10,10,85,70,50,10,5,5,20,15,20,5,2,1,60,60,60,50,45,25,20,5,5,70,75,75,77,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Neutral,Somewhat disagree,31,Woman,Never married
2021-12-14T12:35:32Z,2021-12-14T13:05:25Z,IP Address,100,1793,TRUE,2021-12-14T13:05:25Z,R_XXnmPIbAPejmgb7,anonymous,EN,I consent to participate in this study.,32,23,34,43,34,33,45,23,43,60,50,18,65,30,17,45,34,45,40,20,20,2,2,34,33,23,45,22,33,22,50,60,82,43,32,22,45,43,54,45,34,34,65,80,22,23,2,1,23,34,62,23,32,32,45,43,6,25,50,23,55,Strongly agree,Somewhat agree,Neutral,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,45,Man,Married
2021-12-14T12:57:54Z,2021-12-14T13:05:29Z,IP Address,100,454,TRUE,2021-12-14T13:05:29Z,R_2eXt6dpfbo4FPVa,anonymous,EN,I consent to participate in this study.,75,90,75,50,50,40,30,25,30,60,50,20,35,30,15,45,50,50,50,50,40,50,50,45,30,25,50,35,30,5,60,85,85,20,25,10,60,90,90,20,25,10,60,99,95,2,3,1,25,30,50,50,100,100,30,80,75,40,50,25,77,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,29,Man,Never married
2021-12-14T12:35:22Z,2021-12-14T13:05:30Z,IP Address,100,1808,TRUE,2021-12-14T13:05:31Z,R_2DTBkx6Ev1FfvLt,anonymous,EN,I consent to participate in this study.,12,23,12,70,50,41,25,15,31,15,25,15,12,10,2,25,35,35,34,14,24,12,32,15,3,5,25,50,55,5,15,25,25,85,15,15,12,12,55,25,14,13,22,12,23,15,25,3,25,12,15,25,12,12,60,45,10,34,23,12,34,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,45,Man,Married
2021-12-14T13:03:33Z,2021-12-14T13:10:48Z,IP Address,100,434,TRUE,2021-12-14T13:10:48Z,R_2QMSd9ADUyQkKhd,anonymous,EN,I consent to participate in this study.,30,30,70,25,15,30,15,5,30,25,10,18,20,15,17,15,15,25,20,25,30,45,10,10,30,50,65,15,10,3,65,80,82,2,5,10,35,70,60,15,5,3,25,0,10,5,5,1,40,100,100,20,10,15,25,10,9,20,5,23,77,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,40,Woman,Married
2021-12-14T12:58:48Z,2021-12-14T13:11:30Z,IP Address,100,761,TRUE,2021-12-14T13:11:30Z,R_1dGBPRbQ2JuxoTE,anonymous,EN,I consent to participate in this study.,45,24,68,90,70,10,20,28,28,38,40,27,5,5,15,67,47,25,15,10,30,40,30,40,10,10,20,10,10,1,50,50,80,38,3,10,30,70,40,20,20,1,35,47,24,3,47,1,50,60,60,47,37,40,20,10,2,20,70,90,77,Neutral,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,23,Man,Never married
2021-12-14T13:03:45Z,2021-12-14T13:11:47Z,IP Address,100,482,TRUE,2021-12-14T13:11:47Z,R_6gHaDP25ht6HFM5,anonymous,EN,I consent to participate in this study.,3,3,40,60,60,30,5,5,5,10,10,10,10,10,15,10,5,15,10,5,20,5,5,5,5,5,5,10,10,1,40,40,40,3,3,10,40,70,70,5,5,2,60,60,60,1,1,1,20,20,70,10,10,50,50,60,50,60,50,40,77,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,33,Woman,Married
2021-12-14T13:05:04Z,2021-12-14T13:13:43Z,IP Address,100,519,TRUE,2021-12-14T13:13:44Z,R_2RQVCqvsFQbXWOU,anonymous,EN,I consent to participate in this study.,15,10,10,65,55,45,15,10,15,50,45,20,10,10,10,10,5,10,20,10,10,35,100,100,20,15,35,25,10,1,45,100,100,25,15,10,50,90,90,1,5,5,50,90,90,5,25,5,40,100,100,25,50,50,20,50,50,45,65,65,77,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,49,Woman,Divorced
2021-12-14T12:43:32Z,2021-12-14T13:16:31Z,IP Address,100,1978,TRUE,2021-12-14T13:16:31Z,R_51nVq25ziJ4G0Wl,anonymous,EN,I consent to participate in this study.,70,70,75,60,70,50,5,3,10,30,15,15,10,5,8,15,10,20,15,25,45,50,50,40,15,10,50,15,15,3,75,99,99,10,5,5,40,85,85,20,20,3,65,50,15,5,2,1,50,50,50,10,10,10,10,8,5,5,5,10,77,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,30,Man,Never married
2021-12-14T13:10:59Z,2021-12-14T13:16:43Z,IP Address,100,343,TRUE,2021-12-14T13:16:43Z,R_3s7CpNmVvyD6XJ4,anonymous,EN,I consent to participate in this study.,10,0,0,46,53,50,16,12,18,27,32,24,12,12,15,7,7,18,41,41,41,23,9,18,56,56,60,23,23,5,46,32,53,3,3,5,33,25,45,23,100,100,22,15,15,3,3,1,12,9,16,18,15,14,15,12,7,63,84,72,77,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,24,Man,Never married
2021-12-14T13:11:18Z,2021-12-14T13:21:06Z,IP Address,100,587,TRUE,2021-12-14T13:21:06Z,R_tLgGNkSySBChIoV,anonymous,EN,I consent to participate in this study.,40,80,69,80,60,20,58,75,84,56,85,30,68,65,80,80,87,26,80,52,80,100,90,50,65,55,95,48,57,65,20,50,60,45,65,10,54,95,54,45,59,56,58,44,85,50,80,88,92,50,61,63,50,84,60,50,60,85,65,95,20,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Somewhat agree,Strongly agree,NA,Man,Married
2021-12-14T13:17:34Z,2021-12-14T13:22:25Z,IP Address,100,291,TRUE,2021-12-14T13:22:26Z,R_31g6lyELWDgVGjW,anonymous,EN,I consent to participate in this study.,30,30,60,78,80,60,60,40,30,40,30,40,40,40,20,40,40,20,60,50,60,60,70,50,20,20,40,35,10,2,40,40,70,20,10,20,40,50,70,20,10,5,50,50,30,2,0,0,40,40,70,40,40,30,10,10,10,75,85,75,77,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,39,Woman,Never married
2021-12-14T13:18:03Z,2021-12-14T13:23:05Z,IP Address,100,301,TRUE,2021-12-14T13:23:05Z,R_3nSniOJi3I6ZIoo,anonymous,EN,I consent to participate in this study.,5,1,25,45,40,38,15,20,25,30,25,15,20,15,15,50,5,10,25,20,35,30,10,10,15,10,60,15,10,2,40,100,100,18,15,12,25,30,30,5,1,1,40,90,85,7,10,2,60,100,100,25,98,98,5,98,98,3,5,23,77,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,37,Man,Married
2021-12-14T13:18:29Z,2021-12-14T13:23:17Z,IP Address,100,287,TRUE,2021-12-14T13:23:17Z,R_3eaVdSxTAaLngmY,anonymous,EN,I consent to participate in this study.,10,5,50,55,55,41,20,20,30,30,30,15,10,10,17,5,5,10,20,20,40,40,40,40,15,15,65,20,20,3,60,70,80,35,70,30,30,30,60,10,10,3,20,30,25,3,3,1,40,100,100,25,90,70,20,30,12,5,5,20,77,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,46,Man,Married
2021-12-14T13:17:37Z,2021-12-14T13:25:03Z,IP Address,100,445,TRUE,2021-12-14T13:25:03Z,R_a315p1U6FgtyEZb,anonymous,EN,I consent to participate in this study.,20,30,75,25,35,45,15,15,30,35,35,15,15,15,15,20,15,20,40,40,40,40,25,40,2,2,65,25,35,5,10,20,80,2,2,10,20,40,58,5,5,5,15,75,75,1,1,1,40,40,60,15,50,50,5,5,8,85,85,30,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,39,Man,Never married
2021-12-14T13:18:08Z,2021-12-14T13:25:07Z,IP Address,100,418,TRUE,2021-12-14T13:25:07Z,R_abBLCE3YXFh34QN,anonymous,EN,I consent to participate in this study.,30,20,60,50,50,20,40,40,25,60,30,20,40,20,15,40,10,30,30,30,40,50,50,40,10,10,30,45,30,5,70,100,80,10,5,5,50,50,50,30,10,0,10,5,10,1,0,0,60,100,100,20,0,10,3,0,0,40,80,20,77,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,33,Woman,Married
2021-12-14T13:23:18Z,2021-12-14T13:29:18Z,IP Address,100,359,TRUE,2021-12-14T13:29:18Z,R_3HnUjY77XXwjvxH,anonymous,EN,I consent to participate in this study.,10,10,10,50,50,50,15,15,15,35,35,35,20,20,20,3,3,3,33,33,33,35,25,25,11,11,11,7,7,7,40,50,50,5,5,5,50,70,70,3,0,0,25,25,25,2,2,2,40,100,100,35,15,15,3,1,1,65,65,65,77,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Neutral,34,Man,Married
2021-12-14T13:19:25Z,2021-12-14T13:29:18Z,IP Address,100,593,TRUE,2021-12-14T13:29:18Z,R_3mdZ9ILFuY0Zu0m,anonymous,EN,I consent to participate in this study.,50,100,100,20,20,25,40,50,40,10,10,10,10,10,10,5,5,5,15,15,25,40,100,100,100,100,100,10,10,3,30,100,100,3,3,7,5,5,5,10,1,1,10,0,0,1,1,1,50,100,100,40,1,1,20,1,1,10,10,10,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,64,Woman,Divorced
2021-12-14T13:17:35Z,2021-12-14T13:31:07Z,IP Address,100,811,TRUE,2021-12-14T13:31:07Z,R_1gTQozDjLRvMJ6N,anonymous,EN,I consent to participate in this study.,20,5,50,66,65,40,25,25,31,30,0,0,12,10,15,20,2,10,60,60,40,70,0,0,40,35,60,30,10,3,65,70,80,12,10,11,55,70,60,5,1,1,65,80,80,5,1,1,65,5,5,15,0,5,5,1,1,40,40,25,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,69,Woman,Widow or widower
2021-12-14T13:11:11Z,2021-12-14T13:33:54Z,IP Address,100,1363,TRUE,2021-12-14T13:33:54Z,R_D0FSV5JMDcL9GEN,anonymous,EN,I consent to participate in this study.,20,10,22,43,23,32,32,22,23,32,43,32,32,32,32,43,34,22,32,32,54,32,23,34,43,32,32,23,43,12,54,34,32,78,78,45,22,32,21,32,32,2,32,32,32,43,32,12,12,32,32,2,32,32,43,32,32,45,43,23,32,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,36,Woman,Married
2021-12-14T13:28:21Z,2021-12-14T13:34:28Z,IP Address,100,366,TRUE,2021-12-14T13:34:28Z,R_1nQ2PRvAt1ETCWL,anonymous,EN,I consent to participate in this study.,10,0,22,20,10,10,5,0,0,5,2,1,2,0,0,10,0,15,10,0,0,10,5,5,1,0,1,10,1,1,50,99,99,10,50,50,33,100,100,5,100,100,50,100,74,2,15,15,20,99,99,25,50,50,15,50,20,5,0,5,77,Neutral,Somewhat disagree,Somewhat disagree,Strongly disagree,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,24,Man,Never married
2021-12-14T13:26:06Z,2021-12-14T13:36:57Z,IP Address,100,650,TRUE,2021-12-14T13:36:58Z,R_3EKGdsYiiNjjyy7,anonymous,EN,I consent to participate in this study.,40,20,50,40,35,30,45,10,15,20,15,13,25,15,17,30,20,15,65,65,40,45,20,20,80,80,65,56,10,1,65,70,80,20,45,20,20,35,50,5,5,3,70,65,15,25,30,3,30,40,50,5,0,0,5,0,0,65,70,20,77,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,37,Man,Never married
2021-12-14T13:32:01Z,2021-12-14T13:38:43Z,IP Address,100,402,TRUE,2021-12-14T13:38:44Z,R_3nMmwGmP0ysKCUR,anonymous,EN,I consent to participate in this study.,25,20,70,30,90,95,10,5,10,20,35,25,15,20,20,20,25,25,35,50,55,50,90,90,10,10,65,20,25,5,40,5,8,15,1,1,30,70,80,1,1,1,35,5,1,1,0,0,35,0,0,35,1,0,2,0,0,50,50,25,77,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,40,Man,Never married
2021-12-14T13:34:55Z,2021-12-14T13:41:42Z,IP Address,100,407,TRUE,2021-12-14T13:41:42Z,R_3nBkYZTDXJ9W01S,anonymous,EN,I consent to participate in this study.,20,10,60,90,80,50,40,30,25,80,70,10,20,15,10,40,30,20,15,10,15,70,60,50,60,55,60,25,10,2,40,60,75,2,5,6,42,85,75,15,30,5,40,25,20,15,20,5,30,40,50,52,58,18,10,20,10,70,95,50,77,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,32,Man,Married
2021-12-14T13:36:12Z,2021-12-14T13:43:15Z,IP Address,100,423,TRUE,2021-12-14T13:43:16Z,R_1cTlqJS7y6JlrZ8,anonymous,EN,I consent to participate in this study.,15,9,33,79,76,39,6,4,12,27,8,8,22,14,13,44,26,22,7,4,15,28,2,3,13,9,41,18,12,2,41,100,100,16,21,14,47,99,99,3,3,3,79,85,76,4,4,3,67,98,98,34,100,100,21,44,39,44,54,41,77,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,32,Man,Married
2021-12-14T13:38:04Z,2021-12-14T13:46:35Z,IP Address,100,511,TRUE,2021-12-14T13:46:35Z,R_28Tje47ntXY8ruz,anonymous,EN,I consent to participate in this study.,15,15,25,75,50,20,40,10,15,25,5,5,25,15,10,3,1,1,30,10,10,50,0,0,60,50,50,10,5,1,50,10,10,10,15,15,30,90,95,2,1,1,50,15,5,2,1,1,35,0,0,10,1,1,10,0,0,25,50,50,77,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,38,Man,Never married
